33.490984,126.492291,음식점,삼무흑돼지,,"제주특별자치도 제주시 연동 270-13"
33.510040000000004,126.503665,음식점,경민네흑돼지,064-712-7701,"제주특별자치도 제주시 용담이동 883-4"
33.537239,126.658363,음식점,제주산흑돼지생구이전문점,064-782-8818,"제주특별자치도 제주시 조천읍 함덕리 2691-1"
33.272994,126.653945,음식점,한라흑돼지,,"제주특별자치도 서귀포시 남원읍 위미리 3110"
33.448703,126.915743,음식점,한우삼수정흑돼지,064-782-2146,"제주특별자치도 서귀포시 성산읍 고성리 316-2"
33.325007,126.83829,음식점,탐라촌흑돼지,,"제주특별자치도 서귀포시 표선면 표선리 40-28"
33.386092,126.799055,음식점,흑돼지식당,064-787-7080,"제주특별자치도 서귀포시 표선면 성읍리 766-1"
33.483743,126.487754,음식점,어매흑돼지,064-747-8141,"제주특별자치도 제주시 연동 256-9"
33.251266,126.333598,음식점,청정흑돼지나라,064-792-4492,"제주특별자치도 서귀포시 안덕면 화순리 1233-3"
33.464777,126.934966,음식점,탐라흑돼지,064-784-3678,"제주특별자치도 서귀포시 성산읍 신천리 217-3"
33.483758,126.395437,음식점,하르방흑돼지촌,064-713-8899,"제주특별자치도 제주시 애월읍 하귀2리 2615-1"
33.324858,126.843902,음식점,흑돼지한마당,064-787-1988,"제주특별자치도 서귀포시 표선면 표선리 40-41"
33.27331,126.653857,도로시설,한라흑돼지입구,,"제주특별자치도 서귀포시 남원읍 위미리 3103-7"
33.475302,126.48073,음식점,흑돼지가있는풍경,064-742-1108,"제주특별자치도 제주시 노형동 668"
33.516006,126.52685,음식점,탑고향흑돼지촌,064-722-8030,"제주특별자치도 제주시 건입동 1390"
33.51599,126.527013,교통시설,탑고향흑돼지촌전용주차장,,"제주특별자치도 제주시 건입동 1387"
33.516523,126.538262,음식점,들물흑돼지,,"제주특별자치도 제주시 건입동 1038-4"
33.514806,126.517939,음식점,제주목흑돼지갈비,064-727-7755,"제주특별자치도 제주시 삼도이동 1158-44"
33.406573,126.261588,음식점,흑돼지촌,064-796-9981,"제주특별자치도 제주시 한림읍 동명리 1858"
33.324816,126.836853,음식점,돈돼지흑돼지,064-787-0008,"제주특별자치도 서귀포시 표선면 표선리 840"
33.479451,126.472856,음식점,늘봄흑돼지,064-744-9001,"제주특별자치도 제주시 노형동 2343-3"
33.324833,126.844002,음식점,유명흑돼지촌,064-787-5760,"제주특별자치도 서귀포시 표선면 표선리 40-42"
33.436568,126.676314,음식점,방목흑돼지식당,064-782-3578,"제주특별자치도 제주시 조천읍 교래리 481-5"
33.488808,126.430159,음식점,춤추는흑돼지,,"제주특별자치도 제주시 외도일동 495-3"
33.478876,126.479218,음식점,흑돼지가있는풍경,064-711-9188,"제주특별자치도 제주시 노형동 735-7"
33.254534,126.417753,음식점,삼촌네흑돼지,064-738-8885,"제주특별자치도 서귀포시 색달동 2481-7"
33.539773,126.673125,음식점,초원흑돼지,064-783-8527,"제주특별자치도 제주시 조천읍 함덕리 954-35"
33.518739,126.495415,음식점,청목흑돼지,064-712-5259,"제주특별자치도 제주시 용담삼동 1174-1"
33.22831,126.307901,음식점,정이네흑돼지참숯구이,064-792-6886,"제주특별자치도 서귀포시 안덕면 사계리 2071"
33.54358,126.660288,음식점,탐라흑돼지,,"제주특별자치도 제주시 조천읍 함덕리 3066-1"
33.410008,126.908082,음식점,제주일흑돼지,064-782-8898,"제주특별자치도 서귀포시 성산읍 온평리 662"
33.555431,126.754117,쇼핑/편의,흑돼지유통판매,,"제주특별자치도 제주시 구좌읍 김녕리 1145-20"
33.324941,126.84374,음식점,흑돼지고을,064-787-3983,"제주특별자치도 서귀포시 표선면 표선리 40-40"
33.325124,126.843815,음식점,성신흑돼지,064-787-7871,"제주특별자치도 서귀포시 표선면 표선리 40-47"
33.325466,126.844465,음식점,홍삼흑돼지참숯구이,064-787-5233,"제주특별자치도 서귀포시 표선면 표선리 40-33"
33.279291,126.541067,농공시설,흑돼지농장,,"제주특별자치도 서귀포시 서홍동 2422-8"
33.253167,126.420215,음식점,탐나흑돼지,064-738-0238,"제주특별자치도 서귀포시 중문동 2175"
33.484634,126.487829,음식점,충새명품흑돼지,,"제주특별자치도 제주시 연동 253-15"
33.515523,126.526888,관광/숙박,흑돼지거리,,"제주특별자치도 제주시 건입동 1381-3"
33.465927,126.934529,음식점,푸른제주흑돼지,064-784-4830,"제주특별자치도 서귀포시 성산읍 신천리 260-2"
33.46266,126.933004,음식점,한라흑돼지식당,064-782-1196,"제주특별자치도 서귀포시 성산읍 신천리 174-3"
33.49085,126.499578,음식점,삼다가제주흑돼지생구이,064-745-4711,"제주특별자치도 제주시 연동 311-58"
33.51574,126.5269,관광/숙박,청정흑돼지거리,,"제주특별자치도 제주시 건입동 1399-29"
33.243383,126.326799,음식점,만복흑돼지,064-792-0095,"제주특별자치도 서귀포시 안덕면 화순리 1868-3"
33.258092,126.42759,음식점,세훈흑돼지,064-738-3395,"제주특별자치도 서귀포시 중문동 1355-6"
33.239511,126.442201,음식점,제주흑돼지와전복,064-739-7171,"제주특별자치도 서귀포시 대포동 2211"
33.468211,126.48473,음식점,포도원흑돼지,064-745-0880,"제주특별자치도 제주시 노형동 124-1"
33.477302,126.489654,음식점,청평주먹구이흑돼지,,"제주특별자치도 제주시 연동 1533-1"
33.49045,126.495266,음식점,깜돈흑돼지,064-712-9229,"제주특별자치도 제주시 연동 291-48"
33.483725,126.408674,음식점,흑돼지가노는집,,"제주특별자치도 제주시 애월읍 하귀1리 1362-1"
33.478885,126.479193,음식점,흑돼지가있는풍경노형점,064-711-9188,"제주특별자치도 제주시 노형동 735-7"
33.554381,126.749118,음식점,김녕제주흑돼지정육점식당,,"제주특별자치도 제주시 구좌읍 김녕리 1633"
33.51744,126.538799,음식점,우도흑돼지,064-753-0770,"제주특별자치도 제주시 건입동 657-3"
33.485384,126.492041,음식점,돈대감흑돼지,,"제주특별자치도 제주시 연동 284-2"
33.480159,126.472543,도로시설,늘봄흑돼지입구,,"제주특별자치도 제주시 노형동 2321"
33.418372,126.325495,음식점,흑돼지팡,,"제주특별자치도 제주시 애월읍 봉성리 1733-2"
33.483983,126.377314,음식점,흑돼지명가,,"제주특별자치도 제주시 애월읍 구엄리 607-3"
33.492867,126.487654,음식점,흑돼지킹생구이전문점,,"제주특별자치도 제주시 연동 2313-3"
33.27555,126.542417,농공시설,흑돼지농장,,"제주특별자치도 서귀포시 서홍동 2373"
33.279019,126.720289,음식점,한모네흑돼지마을,,"제주특별자치도 서귀포시 남원읍 남원리 95"
33.251078,126.560178,음식점,흑돼지짜투리구이식당,,"제주특별자치도 서귀포시 서귀동 298-5"
33.251409,126.432739,음식점,돈델리흑돼지구이,,"제주특별자치도 서귀포시 중문동 1891-7"
33.504958,126.537112,쇼핑/편의,제주흑돼지명품점,,"제주특별자치도 제주시 일도이동 361-22"
33.501666,126.5327,음식점,제주흑돼지왕족발구제주점,,"제주특별자치도 제주시 이도이동 1173-7"
33.514806,126.517889,음식점,오리랑흑돼지랑,,"제주특별자치도 제주시 삼도이동 1158-43"
33.484134,126.481517,음식점,제주흑돼지왕족발,064-712-8220,"제주특별자치도 제주시 노형동 924-1"
33.2551,126.416628,음식점,흑돼지구이집하영,064-738-6011,"제주특별자치도 서귀포시 색달동 2477-5"
33.275119,126.709302,음식점,별주부전흑돼지구이전문점,064-764-8899,"제주특별자치도 서귀포시 남원읍 남원리 1398-7"
33.503791,126.503603,음식점,우리흑돼지,064-711-8819,"제주특별자치도 제주시 용담이동 745"
33.447728,126.914343,음식점,청진동흑돼지,064-782-3003,"제주특별자치도 서귀포시 성산읍 고성리 1117-4"
33.436813,126.921305,음식점,섭지골흑돼지,,"제주특별자치도 서귀포시 성산읍 고성리 208-7"
33.514991,126.589332,음식점,충세흑돼지,,"제주특별자치도 제주시 도련이동 564-13"
33.510882,126.511739,음식점,충세흑돼지,,"제주특별자치도 제주시 용담이동 358-20"
33.21816,126.250131,음식점,흑돼지수눌음(구),064-794-0025,"제주특별자치도 서귀포시 대정읍 하모리 770-47"
33.51574,126.5269,관광/숙박,흑돼지거리,,"제주특별자치도 제주시 건입동 1399-29"
33.243383,126.326799,음식점,만복제주흑돼지,064-792-0095,"제주특별자치도 서귀포시 안덕면 화순리 1868-3"
33.257633,126.413541,음식점,색달청송흑돼지(구),064-748-1960,"제주특별자치도 서귀포시 색달동 2276-5"
